2016,14.664,https://www.audible.com/pd/Algorithms-to-Live-By-Audiobook/B01D24NLWO?qid=1612131675&sr=1-3&ref=a_search_c3_lProduct_1_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=7MWSNZP95GVC9TPAPWJV,Algorithms to Live By,The Computer Science of Human Decisions,"A fascinating exploration of how computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mind

All our lives are constrained by limited space and time, limits that give rise to a particular set of problems. What should we do, or leave undone, in a day or a lifetime? How much messiness should we accept? What balance of new activities and familiar favorites is the most fulfilling? These may seem like uniquely human quandaries, but they are not: computers, too, face the same constraints, so computer scientists have been grappling with their version of such problems for decades. And the solutions they've found have much to teach us.

In a dazzlingly interdisciplinary work, acclaimed author Brian Christian (who holds degrees in computer science, philosophy, and poetry, and works at the intersection of all three) and Tom Griffiths (a UC Berkeley professor of cognitive science and psychology) show how the simple, precise algorithms used by computers can also untangle very human questions. They explain how to have better hunches and when to leave things to chance, how to deal with overwhelming choices and how best to connect with others. From finding a spouse to finding a parking spot, from organizing one's inbox to understanding the workings of human memory, Algorithms to Live By transforms the wisdom of computer science into strategies for human living.","Loved this book!
The authors take us on an easy-to-understand grand tour of the science of computer algorithms — stopping, sorting, caching, predicting, game theory, and much more — and then do a marvelous job of explaining The application of these algorithms to the most mundane problems of everyday human experience — parking, dating, remembering, playing poker, etc. A tour de force! I enjoyed it greatly, and recommended it to several friends.","diamonds among the brickwork
I persevered to the end and I'm glad that I did. This is definitely a book for people who understand computers and math, which is not my strong suit. However, what i could understand was very interesting and gave me many points to think about regarding human interactions."
12-30-20,50,https://www.audible.com/pd/Gastric-Band-Hypnosis-for-Rapid-Weight-Loss-Audiobook/B08RQYXHTF?qid=1612847406&sr=1-60&ref=a_search_c3_lProduct_2_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Gastric Band Hypnosis for Rapid Weight Loss,"
Avoid the Risk of Gastric Band Surgery, Burn Fat, and Get Rid of a Food Addiction and Emotional Eating with Affirmations, Meditations, and Self-Hypnosis","Have you tried a million different diets already, with no success? Have you become convinced that you will never lose weight? 

That’s understandable. The key to losing weight is in the mindset, and that’s the first thing you have to change!

My name is Joanna. I’m 30 years old, and I weigh 95 kg (209 pounds). Everyone tells me that’s fine, and I need to accept my body as it is - but how true is that, really?

When I look in the mirror, I don’t like what I see. And, maybe, some people out there are happy with their bodies, but I know in my heart I will never be. So, I made the decision to lose weight, and I never looked back. Are you ready to make that decision? 

We’re not here to tell you that you need to lose weight. People can be happy and healthy at any size. But ask yourself this: Do you feel energized? Do you look in the mirror and smile at what you see?

If that’s not the case, it’s time to make a decision and change things. You get to decide your weight. This is the change you can control. 

This book is here to help you change your mindset about food and weight. 

Gastric band hypnosis saves you the pain of surgery. Even better, it changes your attitude about food and helps you burn fat naturally. Your mindset will change, and you will find motivation, inspiration, and energy to truly live your best life!","A very educational piece
Teaching is easy, but learning is hard. That's what I always believed, but now that I've studied this book, I can proudly say that it was a very educational piece. Today I'm twenty pounds lighter and more active than ever before.","A more active me
Say goodbye to the old bloated me, and say hello to the more active me! And all this time, I thought I was past hope; my weight struggles were too discouraging. But this guidebook gave me the means to get out and live a better life!"
09-01-20,103,https://www.audible.com/pd/Hypnotic-Gastric-Band-Audiobook/B08GTSTF5P?qid=1612847406&sr=1-62&ref=a_search_c3_lProduct_2_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Hypnotic Gastric Band,"
Stop Food Addiction and Eat Healthy with Rapid Weight Loss Hypnosis. Self Esteem, Confidence, Meditation, Deep Sleep, Past Life Regression, and Positive Affirmations for Women","Would you like to loss weight fast and naturally? 

Have you tried countless diet regimens and exercises but are still struggling with weight loss?

The hypnotic gastric band is a pain-free, completely natural healthy eating tool that can help control your appetite and your portion sizes. Simply adjust it to suit you, feel the difference, and watch the pounds drop off.

In this audiobook, you will discover that:

Hypnosis fundamentally changes your mind-set toward food,
Your appetite is fundamentally lowered on a long-term basis.
Removing the need to cheat in your meals is within your grasp.
Dieting doesn't change your habits.
In particular, you will learn about:

How to develop self-hypnosis as a means of learning about yourself
How to improve your eating habits with hypnosis
How you can use the mental gastric band in your efforts to reduce the amount of food you eat
How you can control your cravings and urges by reprogramming your mind to the state you wish
And so much more!
These hypnosis sessions are all about regulating food portions in a naturally and highly effective way by engaging your subconscious in the process.

With hypnosis, you can reach your desired weight, feel healthier, and stay in shape for life with the right mindset.","Great Effective if you follow the golden rules
Absolutely brilliant. However you HAVE to follow the instructions fully. I listen the book twice before ""fitting"" the band and I'm listening to the hypnosis 2-3 times a week. The most important aspect is the mindful eating. I lost weight in the first week just through that! I am eating healthy while reducing my carbs (particularly white, refined or sugar) but nothing is forbidden if I really fancy it. I've also b started taking the stairs at work every day. In total I've lost 9lbs in 5/6 weeks which is slow and steady and the healthiest way to go. People ask how my diet is going and I have to correct them. This isn't a diet it's just resetting my relationship with food.","does what it says on the tin
its been 5 days if listening to this and with no exercise at all, only the same amount of walking I've always done i have already lost 1 kg"
12-11-20,25,https://www.audible.com/pd/How-to-Analyze-People-Audiobook/B08QBF8J7H?qid=1612847406&sr=1-63&ref=a_search_c3_lProduct_2_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,"How to Analyze People
Robert Bruce","
The Ultimate Guide to Analyze Body Language, Human Behavior and Protect Yourself from Toxic People","The most basic thing on the planet to any individual is to understand himself. The following audiobook is to understand other individuals. For life is generally an issue of running your own vehicle as it was meant to be run in addition to coexisting with the other drivers on the interstate. 

From this book you will realize which sort of vehicle you are and the principle reasons why you have not been getting the best out of yourself. Likewise, you will get familiar with the makes of other human vehicles and how to get the best out of them. The coactivity is indispensable to bliss and achievement. We interact with our fellow man in all the areas of our lives, and what we get from life depends to an outstanding degree on our relationship with others. 

The biggest issue confronting any life-form is faithful response to one's current circumstance. Life is the aggregate of your encounters. In plain English, this implies fitting professionally, socially, and martially into where you are.","This book presents a logical explanation.
Analyze People truly is the most important and it is what creates a safe, happy relationship, family, home-life, community, workplace, etc. Insights are unique and turn me perceive deeply","This book provides important information.
I think this book is an ever-important and pretty exciting listen to with great potential to change or at least improve your life. Include valuable information!"
08-04-20,86,https://www.audible.com/pd/This-Is-Your-Brain-on-Food-Audiobook/1549153811?qid=1612847406&sr=1-64&ref=a_search_c3_lProduct_2_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,This Is Your Brain on Food,"
An Indispensable Guide to the Surprising Foods That Fight Depression, Anxiety, PTSD, OCD, ADHD, and More","Eat for your mental health and learn the fascinating science behind nutrition with this guide from an expert psychiatrist.

Did you know that blueberries can help you cope with the aftereffects of trauma? That salami can cause depression, or that boosting Vitamin D intake can help treat anxiety?

When it comes to diet, most people's concerns involve weight loss, fitness, cardiac health, and longevity. But what we eat affects more than our bodies; it also affects our brains. And recent studies have shown that diet can have a profound impact on mental health conditions ranging from ADHD to depression, anxiety, sleep disorders, OCD, dementia, and beyond.

A triple threat in the food space, Dr. Uma Naidoo is a board-certified psychiatrist, nutrition specialist, and professionally trained chef. In This Is Your Brain on Food, she draws on cutting-edge research to explain the many ways in which food contributes to our mental health and shows how a sound diet can help treat and prevent a wide range of psychological and cognitive health issues.

Packed with fascinating science, actionable nutritional recommendations, and delicious, brain-healthy recipes, This Is Your Brain on Food is the go-to guide to optimizing your mental health with food. ","unaware of other perspectives.
The author assumes a lot about people and their circumstances. Also the chapter on libido was very one sided focused on men only and their ability to reproduce. Libido should be about fun not men producing enough sperm to continue to over populate the planet. Women's loss of libido is too often tossed aside as unimportant while men's is glorified. it would probably be better if it were more balenced in focusing on pleasing your partner and having a good time and not JUST reproduction. As well as if there were whole seperate chapters for men and women so we could to read them or not without hearing about the glorified sperm count.

","Great for anyone with a brain-based disorder
As a cognitive behavioral neurologist, many patients ask me about what foods they should eat to keep their brain healthy. Although I have been recommending the Mediterranean diet for years to reduce one’s chances of developing Alzheimer’s disease, I didn’t know the data for some other common brain disorders, such as anxiety and depression. Dr. Naidoo does a great job of presenting the data for these and many other disorders. I particularly liked that she shared the details of the studies so that the reader can make up their own mind whether to follow a particular recommendation or not. I also like that she warns the reader against extremism. I will be recommending this book to my patients who want to know more that the basics about how to use food to help their brain-based problems.

"
09-10-19,"3,795",https://www.audible.com/pd/Lifespan-Audiobook/1508296057?qid=1612847406&sr=1-65&ref=a_search_c3_lProduct_2_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Lifespan,"
Why We Age - and Why We Don't Have To","From an acclaimed Harvard professor and one of Time’s most influential people, this paradigm-shifting audiobook shows how almost everything we think we know about aging is wrong, offers a front-row seat to the amazing global effort to slow, stop, and reverse aging, and calls listeners to consider a future where aging can be treated.

For decades, experts have believed that we are at the mercy of our genes and that natural damage to our genes - the kind that inevitably happens as we get older - makes us become sick and grow old.

But what if everything you think you know about aging is wrong? What if aging is a disease - and that disease is treatable?

In Lifespan, one of the world’s foremost experts on aging and genetics reveals a groundbreaking new theory that will forever change the way we think about why we age and what we can do about it. Aging isn’t immutable; we can have far more control over it than we realize. This eye-opening and provocative work takes us to the front lines of research that is pushing the boundaries on our perceived scientific limitations, revealing incredible breakthroughs - many from Dr. David Sinclair’s own lab - that demonstrate how we can slow down, or even reverse, the genetic clock. The key is activating newly discovered vitality genes - the decedents of an ancient survival circuit that is both the cause of aging and the key to reversing it. Dr. Sinclair shares the emerging technologies and simple lifestyle changes - such as intermittent fasting, cold exposure, and exercising with the right intensity - that have been shown to help lead to longer lives.

Lifespan provides a road map for taking charge of our own health destiny and a bold new vision for the future when humankind is able to live to be 100 years young.","Incredible
Sinclair is the single most interesting scientist I know of, and I just can't get enough of hearing about his and his field's discoveries and the promising future of human biology. Sinclair's discoveries have had a direct impact in me completely regaining my own health after years of Lyme Disease and fatigue, and he is in large part the reason for my newly started journey towards medical school. I can safely say this is currently my all time favorite book. 5/5 no question. Well written and well narrated by the author himself. I blew through it in two days. Thank you, David.","The future is exciting, and I want to be there!
I've been following David Sinclair's research into aging for many years, and this book is a great summary of his work and that of others, where the field of aging research is headed, and what we can expect. Dr. Sinclair is and has always been an optimist. I'm an optimist too, so that's fine by me. While he isn't a medical doctor and can't give medical advice, he discusses supplements he takes and lifestyle choices he makes that he feels are helping him and his own family too, including his 80-year-old father who has returned to work and is enjoying vibrant good health. My own disclaimer, I have been taking an NAD booster for almost five years. I do believe it makes a difference. At 56, I have far more energy than same-aged friends, and I haven't been sick since I started taking it, something Dr. Sinclair mentions too. Because I have inherited a copy of the APOE4 gene for Alzheimer's, I'm always interested in learning about anything I can do (exercise) or take (supplements) that will help prevent that gene from turning on. Toward the final quarter of the book, Dr. Sinclair turns to the ethics of slowing or even preventing aging. What would a world look like in which people might start a new career in their seventies, or enjoy spending time with their great-great-grandchildren, still vital and engaged? How would it impact global overpopulation and use of resources? These are all important questions, and he presents various scenarios in a balanced way. Overall, a fabulous read. I'm going to get the PDF as well so I can look at the charts and images references (recommended by the author as well). I do truly feel that we're on the brink of longevity escape velocity, and I couldn't be more excited!"
10-04-16,"3,973",https://www.audible.com/pd/The-Road-Back-to-You-Audiobook/B01M0HY2ND?qid=1612847406&sr=1-67&ref=a_search_c3_lProduct_2_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,The Road Back to You,"
An Enneagram Journey to Self-Discovery","Ignorance is bliss - except in self-awareness. What you don't know about yourself can hurt you and your relationships - and maybe even how you make your way in the world. It can also keep you in the shallows with God. Do you want help figuring out who you are and why you're stuck in the same ruts?

The Enneagram is an ancient personality type system with an uncanny accuracy in describing how human beings are wired, both positively and negatively. In The Road Back to You, Ian Morgan Cron and Suzanne Stabile forge a unique approach - a practical, comprehensive way of accessing Enneagram wisdom and exploring its connections with Christian spirituality for a deeper knowledge of God and of ourselves.

Funny and filled with stories, this book allows you to understand more about each of the Enneagram types, keeping you from pausing long after you have heard the chapter about yourself. Beginning with changes you can start making today, the wisdom of the Enneagram can help you get on the road that will take you further along into who you really are - leading you into places of spiritual discovery you would never have found on your own, and paving the way to the wiser, more compassionate person you want to become.","Uncanny, funny, deeply thought provoking.
I got this book on recommendation from a trusted mentor as I was brand new to the concept of the enneagram. I highly recommend this as a fantastic place for people who are curious about it. This book helped me identify my type (2). Discovering my hidden motives and desires has been both fascinating and, in some ways, crushing for me, but definitely worth the pain to better understand myself and the dynamics of my relationships with others.","a good primer
The author does a descent job of holding the attention of the reader with clever comparisons and funny stories. The book summarizes most of what you'd get if you opened the middle of Riso and Hudson wisdom of the Enneagram. and then at the end you get a taste of Richard Rohr to whet the appetite for more. The problem is unless you get a hold of resources where people walk it out, it's interesting but quite a mystery how to apply it best. even so, I found the tone and heart of the book was humble and generous.

"
10-15-19,"3,625",https://www.audible.com/pd/The-Body-Audiobook/0147526922?qid=1612847406&sr=1-68&ref=a_search_c3_lProduct_2_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,The Body,"
A Guide for Occupants","Glorious...You will marvel at the brilliance and vast weirdness of your design."" (The Washington Post)

Bill Bryson, best-selling author of A Short History of Nearly Everything, takes us on a head-to-toe tour of the marvel that is the human body. As addictive as it is comprehensive, this is Bryson at his very best, a must-listen owner's manual for everybody.

Bill Bryson once again proves himself to be an incomparable companion as he guides us through the human body - how it functions, its remarkable ability to heal itself, and (unfortunately) the ways it can fail. Full of extraordinary facts (your body made a million red blood cells since you started reading this) and irresistible Bryson-esque anecdotes, The Body will lead you to a deeper understanding of the miracle that is life in general and you in particular. 

As Bill Bryson writes, ""We pass our existence within this wobble of flesh and yet take it almost entirely for granted."" The Body will cure that indifference with generous doses of wondrous, compulsively listenable facts and information. ","Must Read for the Sheer Fun of It
The Body, A Guide for Occupants, written and narrated by Bill Bryson. If you are a Bill Bryson reader, you know his style and quippy manner of writing. Always a joy, no matter what his subject matter. For you, Bryson fans, just stop reading now, buy the book and add a joyful undertaking to your life. You will not be disappointed; this is a full circuit informational source of data about the body, done by analyzing each system of its makeup, organ by organ, function by function, bacterium by a bacterium and done with typical Bryson élan. For those of you who do not know Bill Bryson; its time to learn. His writing comes with energy, style, and enthusiasm, and a smack of ironic and flip intelligence. Yet, he is always easy to understand. No high flaunting words, just good British syntax. (He is an American ex-pat to Britain.) More important is the fact that when he covers a subject, he gets you all you need to know, and I do mean all the information you may need. As to the science of our bodies, he gives you in a manner that lets the layman know what a chief physician needs to know. Two last points. If you are a person committed to exercising, dieting, or just an ordinary hypochondriac this is a sourcebook for truly understanding your ailment. Bill Bryson is a pretty good reader, as well.","Very well done
I learned a lot. Detailed, but not boring. Bryson did his research, but kept it interesting.

"
04-21-20,1317,https://www.audible.com/pd/Becoming-Bulletproof-Audiobook/1797100475?qid=1612847406&sr=1-69&ref=a_search_c3_lProduct_2_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Becoming Bulletproof,"
Protect Yourself, Read People, Influence Situations, and Live Fearlessly","Former Secret Service agent and star of Bravo’s Spy Games Evy Poumpouras shares lessons learned from protecting presidents, as well insights and skills from the oldest and most elite security force in the world to help you prepare for stressful situations, instantly read people, influence how you are perceived, and live a more fearless life.

Becoming Bulletproof means transforming yourself into a stronger, more confident, and more powerful person. Evy Poumpouras - former Secret Service agent to three presidents and one of only five women to receive the Medal of Valor - demonstrates how we can overcome our everyday fears, have difficult conversations, know who to trust and who might not have our best interests at heart, influence situations, and prepare for the unexpected. When you have become bulletproof, you are your best, most courageous, and most powerful version of you. Poumpouras shows us that ultimately true strength is found in the mind, not the body. 

Courage involves facing our fears, but it is also about resilience, grit, and having a built-in BS detector and knowing how to use it. In Becoming Bulletproof, Poumpouras demonstrates how to heighten our natural instincts to employ all these qualities and move from fear to fearlessness.

","Not what I had Anticipated, Much Much Better
As an ex-cop/S.W.A.T Team member I expected more bravado, false or otherwise, but this was real. The stuff those that serve our nation and our communities really feel when they are not trying to appear like they are taking it all in stride. I was riveted and deeply moved. This is how it really feels to serve. Thank you for writing this book, I will read it again soon, and probably again after that. Rarely do I feel this way but this author is someone whom I would like to meet one day and thank her for so many things. And yes, I’m sitting with good posture as I write this. Thank you Ma’am. And thank you for your service.

","Finding the Best Versions of Ourselves
WOW, What an amazing life story! I truly appreciate how transparent Poumpouras is when giving her personal narrative of an experience through past and present life events. First off, I love the title and agree Becoming Bulletproof is definitely the perfect fit. As a woman in her mid 20’s I found the key points she covered to be extremely helpful for my own personal journey to find my voice. Evy’s ability to encourage self-reflection and self-awareness, as well as sensibility to empathize with others, highlights a path for readers to grow upon levels of emotional intelligence no matter where they may currently stand in their personal story. I fell in love with her unique references to historical events in American and Presidential history. We all were managing to live a new normal in life when past monumental events like 9/11 occurred just as we are managing with COVID-19 today. However, Poumpouras’ story helps paint a picture for everyone to view in and out of the civilian mindset. I for sure felt like I was receiving 101 coaching lessons right beside her as a Secret Service agent. The greatest part was being able to hear Evy’s actual voice reading to me! I still can’t get over how valuable it is to have audible books especially when the author is the narrator. I am confident that how and what Poumpouras wanted to share left little room for the common misinterpretations a reader can have through plain text. I recommend this book to EVERYONE. Story’s like this inspire me to pay more attention to my own life lessons and themes. Listening to Evy’s story taught me that finding my voice is not always what I thought I should know, who I thought I should learn from and/or when. Just like facing my fear, my voice usually appears right in front of me if I remember to stop, think in the present and listen instead of always wanting to be heard. Thank you for your service and for continuing to share your story Evy Poumpouras!!! -AJ

"
12-01-20,283,https://www.audible.com/pd/Relentless-Audiobook/1797121766?qid=1612847406&sr=1-71&ref=a_search_c3_lProduct_2_21&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Relentless,"
From Good to Great to Unstoppable","For more than two decades, legendary trainer Tim Grover has taken the greats - Michael Jordan, Kobe Bryant, Dwyane Wade, and hundreds of relentless competitors in sports, business, and every walk of life - and made them greater. Now, for the first time ever, he reveals what it takes to achieve total mental and physical dominance, showing you how to be relentless and achieve whatever you desire.

Direct, blunt, and brutally honest, Grover breaks down what it takes to be unstoppable: you keep going when everyone else is giving up, you thrive under pressure, you never let your emotions make you weak. In “The Relentless 13”, he details the essential traits shared by the most intense competitors and achievers in sports, business, and all walks of life. Relentless shows you how to trust your instincts and get in the Zone; how to control and adapt to any situation; how to find your opponent’s weakness and attack. 

Grover gives you the same advice he gives his world-class clients - “don’t think” - and shows you that anything is possible. Packed with previously untold stories and unparalleled insight into the psyches of the most successful and accomplished athletes of our time, Relentless shows you how even the best get better...and how you can too.

","Don’t waste your time
This book is a total waste of money and time. It is, is a guy putting on a tough guys act and never goes into details on specifics with clients our training.

","Did not like it at all
I couldn't even finish the book he keeps repeating the same idea in different ways, Nothing useful.

"
01-24-12,"16,894",https://www.audible.com/pd/Quiet-Audiobook/B006TIKUN4?qid=1612847406&sr=1-72&ref=a_search_c3_lProduct_2_22&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Quiet,"
The Power of Introverts in a World That Can't Stop Talking","At least one-third of the people we know are introverts. They are the ones who prefer listening to speaking, reading to partying; who innovate and create but dislike self-promotion; who favor working on their own over brainstorming in teams. Although they are often labeled ""quiet,"" it is to introverts that we owe many of the great contributions to society--from van Gogh’s sunflowers to the invention of the personal computer.

Passionately argued, impressively researched, and filled with indelible stories of real people, Quiet shows how dramatically we undervalue introverts, and how much we lose in doing so. Taking the reader on a journey from Dale Carnegie’s birthplace to Harvard Business School, from a Tony Robbins seminar to an evangelical megachurch, Susan Cain charts the rise of the Extrovert Ideal in the 20th century and explores its far-reaching effects. She talks to Asian-American students who feel alienated from the brash, backslapping atmosphere of American schools. She questions the dominant values of American business culture, where forced collaboration can stand in the way of innovation, and where the leadership potential of introverts is often overlooked. And she draws on cutting-edge research in psychology and neuroscience to reveal the surprising differences between extroverts and introverts.

Perhaps most inspiring, she introduces us to successful introverts--from a witty, high-octane public speaker who recharges in solitude after his talks, to a record-breaking salesman who quietly taps into the power of questions. Finally, she offers invaluable advice on everything from how to better negotiate differences in introvert-extrovert relationships to how to empower an introverted child to when it makes sense to be a ""pretend extrovert.""

This extraordinary book has the power to permanently change how we see introverts and, equally important, how introverts see themselves.

","Clamorous Praise for ""Quiet""
Quiet will definitely be included in my list for the top nonfiction books of 2012. This is strong praise indeed, given that we are barely in May. The book is that good that I find it inconceivable that 10 other better nonfiction books will be published this year.

The strength of Quiet surprised me, as I went into reading the book a strong skeptic about the whole concept of personality types. I'm a sociologist, and I believe my bones that structure and situations determine behaviors as much as personality. I've also been unimpressed by either the reliability or validity of tests that purport to predict or explain behavior, such as the MBTI. Nor can I confidently report where I fall on the introvert / extrovert scale, and would have a hard time making this judgment about either my spouse or my children.

If you, like me, are skeptical of personality types then you are ideally suited to approach Quiet. Every page of Quiet contained for me some revelation that caused me to re-think and re-evaluate how I approach my relationships and my work, and how I interpret the actions of colleagues and family.

Cain's thesis is individuals vary on how we respond and react to stimuli. For some of us, external stimulus is energy giving and restorative. Other people may enjoy external stimulus, but interactions with other people subtract from the pool of psychic energy and can be depleting. Those people that we call ""introverts"" are those that expend energy in interactions, ""extroverts"" gain energy.

What Cain points out is that our schools and our workplaces have been moving to a state where only the skills and behaviors of extroverts are valued. We want our kids to be assertive and confident. We get worried if our children are reserved, dreamy and quiet. At work we all operate in teams. We look to our colleagues to speak up and to proactively contribute to our discussions and team projects. The vision of the open office, designed to ease collaboration and break down barriers to communication, has captured the imagination of many managers. (I know. I work in just such an open office plan).

Cain believes, and cites lots of evidence to support her ideas, that our efforts to construct our schools and workplaces around only extroverts are counterproductive to our organizations and damaging to individuals. Families, schools and workplaces can be better off with a mix of personality types and styles. We need to design classrooms and workplaces that honor the needs of our colleagues for quiet focus and intensive solo pursuits.

Quiet is one of those books that is so beautifully written and so persuasively argued that one wants to convince everyone else to read along and discuss its conclusions. Sometimes I fantasize about having the sort of wealth that would allow me to hand out books to everyone I come across. Quiet tops my list of books to share so far in 2012.","One of the better of this genre...
I am not going to rave about this book, as others have, but I must say it is a thorough and thoughtful look into a personality type that has not entirely gotten a fair shake in American society. As I said, Cain does a better than usual job here in the pop psychology genre, though even as she seeks to escape two typical traps, she often enough falls in: 1) the overgeneralization of personality type a la Myers-Briggs and 2) the ""feel-good-by association-you're-okay,-Vincent-Van-Gogh-was-just-like-you!"" syndrome. The best parts of the book are where Cain is helping the reader to best utilize various aspects of personality, and fortunately, this make for the majority of the book."
04-01-20,700,https://www.audible.com/pd/The-Last-Law-of-Attraction-Book-Youll-Ever-Need-to-Read-Audiobook/B086KYRGTB?qid=1612847406&sr=1-73&ref=a_search_c3_lProduct_2_23&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,The Last Law of Attraction Book You’ll Ever Need to Read,"
The Missing Key to Finally Tapping into the Universe and Manifesting Your Desires","Why the law of Attraction hasn’t given you the life of your dreams yet...and what to finally do about it once and for all to easily manifest your desires faster than you ever thought possible.

There’s a reason you keep buying all the books. There’s a reason you keep trying all the programs. And after all you’ve learned and all you’ve done, there’s a reason you still haven’t put the pieces together and used the Law of Attraction to manifest the life you’ve always wanted.

And it’s not because it doesn’t work. Let’s be clear. The Law of Attraction works. It’s been working this whole time, with absolute precision, right underneath your nose. 

So why hasn’t it been working for you? What are you missing?

The answers to these questions will not only explain everything in a way you never would have expected, but they’re going to demonstrate with crystal clarity everything you’ve been missing until now.

You’re about to learn firsthand why every other Law of Attraction book never actually worked for you (it’s not what you think - they actually gave you 100 percent accurate info). You’re going to understand how to make the Law of Attraction “do” what you always wanted (it’s easier than you realize - it only takes one small adjustment). And you’re going to stop wasting years of your life wishing for a better way...and finally attract and manifest the money, relationships, health, and success you’ve always dreamed of.

Everything you want has been waiting for you. And it wants you just as much. The time to claim it all has finally arrived. 

This is the last Law of Attraction book you’ll ever need to read / listen.","He's not kidding!
Hat's off, folks!!! I don't know where he received all of his insights, but I happen to own ALL of the other Law of Attraction books, beginning with Napoleon Hill, whom I have become so familiar with that I seriously consider him a friend. I have witnessed many of the seemingly impossible things this author is a witness to, and already know that everything he says here is true -- and it really is as simple as he makes it appear to be. But, this man is clearly a genius full of understanding of the way this works, and his title is no exaggeration. He actually goes into it in SO MUCH detail that, in case you might have missed it, you won't. This guy is a wonderful teacher AND, to be redundant, he really does know how it works. Moreover, he is able to articulate it so that -- as he says -- this really will be the last book on the law of attraction you will ever need. Better still, it is likely to be the first book on the topic that will actually free you to experience the many miraculous things, like I said, that I know these laws will make happen for you. What a miracle that this book came out when it did -- take advantage, it will change your life.

","Wow
The narrator was speaking too quickly so I decreased the speed to x0.85 which worked perfectly for me. Anyway,i am doing meditation and visualizing for the past 20 days consistently so this book only amplified my enthusiasm. I've practically done or read more than 100 self help books in this category and this one takes second spot to Maxwell Maltz Psycho Cybernetics. What this one does best is explain and fine tune any irregularities and questions you may have had. The author ensures you stay committed because one thing you have to understand is that this is a life long process. I once did everything for months straight (before this book) and my life started changing gradually in ways I couldn't imagine. Then I stopped and I fell into my old undesirable habits and life. Sticking to the process was difficult but upon understanding why, I realized that it was all self sabotage. I'm going to read it again because I know better now. Whoever is reading this review, trust in yourself, you will make it to the other side. You've got this far already, you deserve all good things coming to you. It will all make sense after this book.

"
01-14-21,59,https://www.audible.com/pd/Dark-Psychology-and-Manipulation-Audiobook/B08T23ZSH4?qid=1612847406&sr=1-75&ref=a_search_c3_lProduct_2_25&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=GES1J346SHT24F5FQ3Q0,Dark Psychology and Manipulation,"
The Best Mind Control and Persuasion Techniques, Learn to Recognize Body Language, and Use the Secrets of Emotional Intelligence to Your Advantage","We all have this potentiality that we use knowingly and unknowingly. It's a mind game where we play with other people's thoughts, feelings, perceptions, etc., to satisfy ourselves by gaining desired goals. 

For example, we can say that a salesman is very passionate about selling his products to the customer, using dark psychology to manipulate. He is doing this knowingly. On the other hand, a selfish person might play games with others' minds to fulfill desires unknowingly. Applying dark psychology can be very harmful, as it can hurt other's feelings deeply. It's also not good to use on others knowingly. 

I know there are situations when you feel you can read your peers' minds and maybe manipulate your way to success, or get manipulated. You must know the techniques used to develop into a mastermind of deception and manipulate other individuals.

This book explores deeply dark psychology and manipulation by discovering the best mind control and persuasion techniques and secrets to emotional manipulation.

You'll learn:

Dark psychology
Manipulation
Persuasion techniques
Emotional manipulation
Mind control
Seduction techniques
Nonverbal communication techniques
Deception
What makes this book special?

This book will help you understand the dark side of psychology, manipulation, and persuasion, whatever your aim and context.

What else?

This book covers areas relevant to the secrets of emotional manipulation and seduction. The book doesn't characterize dark psychology and persuasion as entirely wrong practices, despite its negative traces.

Are you ready to explore the techniques of persuasion that will influence people into emotional manipulation and seduction, increase your mind reading, and mind control techniques? Click the ""buy now"" button, and get started right away!","Great Book
Very helpful and insightful would definitely recommend the book to anyone who wants an insight on reading people and the gestures great material great narration","Why this book is not best seller yet..
This book is just awesome and very interesting. This book should be the best selling book."
